,index,PID,priceperarea,SalePrice,nn5meansaleprice,nn5medsaleprice
43,43,527108040,133.2037756801777,239900,280045.0,274725.0
44,44,527108060,139.6925858951175,309000,278625.0,251000.0
45,45,527108070,216.20847651775486,377500,264925.0,251000.0
46,46,527108090,135.93518060366156,274725,285480.0,251000.0
47,47,527110020,114.31478968792402,168500,172700.0,170000.0
48,48,527110080,120.40816326530613,177000,171700.0,169000.0
49,49,527110120,105.625,169000,173300.0,175000.0
50,50,527110130,116.6907514450867,161500,174800.0,175000.0
51,51,527126030,151.93704600484259,251000,285445.0,278000.0
52,52,527127100,148.69151467089608,375000,253700.0,251000.0
53,53,527127140,179.5354676710609,286000,271500.0,251000.0
54,54,527127150,159.56651718983557,213500,286000.0,278000.0
55,55,527131030,167.5708257986739,278000,279980.0,251000.0
56,56,527131110,147.38406658739598,247900,222900.0,236500.0
57,57,527146010,138.1199538638985,239500,223680.0,236500.0
58,58,527146030,146.3490099009901,236500,224280.0,239500.0
59,59,527165100,110.59379217273954,163900,176880.0,180400.0
60,60,527165130,148.24335904027419,173000,174200.0,174000.0
61,61,527165170,102.31425091352008,168000,174700.0,173000.0
62,62,527190220,157.86452353616536,275000,179100.0,180500.0
63,63,527146135,100.48381094157051,270000,183300.0,188500.0
64,64,527158020,156.97177074422584,183500,167500.0,170000.0
65,65,527158090,94.45100354191263,160000,177400.0,183500.0
66,66,527161010,112.84289276807979,181000,188900.0,189000.0
67,67,527161040,128.43704775687408,177500,190000.0,189000.0
68,68,527161090,105.01750291715284,180000,189280.0,185000.0
69,69,527162080,115.09980682549904,178750,185063.2,188000.0
70,70,527162090,140.46288906624102,176000,184813.2,185000.0
71,71,527162110,107.68335273573923,185000,188900.0,189000.0
72,72,527162120,116.7481662591687,191000,187700.0,185000.0
73,73,527162130,104.76718403547672,189000,188100.0,185000.0
74,74,527162140,88.73423227490214,204000,185100.0,185000.0
75,75,527162180,112.06368646662584,183000,188500.0,189000.0
76,76,527163010,106.28398791540785,175900,179420.0,178000.0
77,77,527163020,110.32644903397735,165600,181480.0,178000.0
78,78,527163040,113.30362826225334,178000,179000.0,175900.0
79,79,527163070,125.85034013605444,185000,177600.0,175900.0
80,80,527163080,134.79359730412804,160000,182313.2,181316.0
81,81,527163100,113.3896260554885,188000,176713.2,178750.0
82,82,527163130,119.60158311345648,181316,175730.0,176000.0
83,83,527164020,139.49579831932772,166000,177500.0,174000.0
84,84,527164060,111.73885750156937,178000,173200.0,173000.0
85,85,527164090,117.48818365968941,174000,179800.0,178000.0
86,86,527164120,102.63852242744065,194500,175700.0,175900.0
87,87,527165010,108.25043885313049,185000,174860.0,180400.0
88,88,527165020,108.69565217391305,160000,179860.0,185000.0
89,89,527165230,155.8550968828981,185000,171800.0,173000.0
90,90,527166010,113.464447806354,225000,179680.0,180400.0
91,91,527166030,108.14950980392156,176500,189380.0,181000.0
92,92,527166040,123.13993174061432,180400,185430.0,178750.0
93,93,527175130,136.70567375886526,154204,178700.0,169000.0
94,94,527180040,127.88963460104401,171500,193500.0,178000.0
95,95,527180100,125.1733703190014,180500,198800.0,188500.0
96,96,527182020,107.9734219269103,130000,184500.0,188500.0
97,97,527182040,156.25,170000,174300.0,183500.0
98,100,527183030,153.9087947882736,189000,170500.0,180500.0
99,101,527183060,140.98728496634257,188500,170600.0,180500.0
100,102,527184020,154.36810856658184,182000,249380.0,239000.0
101,103,527184110,160.48448145344437,212000,250676.6,239000.0
102,104,527190050,135.25749858517258,239000,244680.0,239500.0
103,105,527208010,142.0,355000,353998.6,356383.0
104,106,527210050,144.10958350181966,356383,346702.0,349265.0
105,107,527210060,196.37148803329862,377426,342493.4,349265.0
106,108,527212040,140.49650621118013,361919,359014.8,356383.0
107,109,527212050,129.7923322683706,325000,366398.6,361919.0
108,110,527212060,137.45179063360882,349265,361545.6,361919.0
109,111,527214030,205.4140127388535,387000,388736.8,361919.0
110,112,527214060,198.29503335804299,535000,359136.8,361919.0
111,113,527216070,164.0744129307716,538000,410017.4,387000.0
112,114,527216080,253.03122326775025,591587,399300.0,387000.0
113,115,527225035,93.60730593607306,164000,313717.4,169000.0
114,116,527226010,72.84482758620689,169000,141600.0,141000.0
115,117,527226020,78.01899592944369,115000,152400.0,155000.0
116,118,527226040,108.84831460674157,155000,315517.4,169000.0
117,119,527301170,102.72336359292879,215000,192680.0,182900.0
118,120,527301245,134.1824644549763,226500,196960.0,182900.0
119,121,527250040,137.31060606060606,145000,138650.0,133000.0
120,122,527252050,198.44913151364761,319900,375614.8,356383.0
121,123,527252070,276.25088090204366,392000,306700.0,318000.0
122,124,527252080,195.3216374269006,334000,318300.0,318000.0
123,125,527252090,185.53092182030338,318000,370086.4,392000.0
124,126,527254020,182.0625610948192,372500,391636.8,361919.0
125,127,527256030,197.819606087735,441929,402366.4,394432.0
126,128,527256040,222.82076395690498,455000,399752.2,394432.0
127,129,527256120,235.0,470000,396752.2,394432.0
128,130,527258010,212.51724137931038,394432,411865.8,441929.0
129,131,527258020,169.9346405228758,260000,333100.0,334000.0
130,132,527276040,89.38172043010752,133000,129900.0,120500.0
131,133,527276150,163.19444444444446,141000,127650.0,115000.0
132,134,527276160,95.65667011375388,185000,118450.0,115000.0
133,135,527301010,124.92288710672425,202500,188080.0,178000.0
134,136,527301080,127.01388888888887,182900,195080.0,181900.0
135,137,527301320,110.49723756906076,260000,198160.0,184000.0
136,138,527302020,95.28907922912205,178000,192980.0,181900.0
137,139,527302050,123.41772151898735,175500,196560.0,182900.0
138,140,527302060,118.99932386747804,176000,196460.0,182900.0
139,141,527302070,144.3650793650794,181900,195280.0,182900.0
140,142,527302080,104.90151168117269,229000,185860.0,181900.0
141,143,527302090,128.00480769230768,213000,194480.0,181900.0
142,144,527354040,129.00641025641025,241500,205770.0,192350.0
143,145,527354050,142.16555801921655,192350,202080.0,188900.0
144,146,527354100,127.37771739130434,187500,211450.0,192350.0
145,147,527359160,131.4199395770393,174000,177900.0,175000.0
146,148,527302110,101.30246020260492,210000,215600.0,220000.0
147,149,527302175,114.12358133669608,181000,185100.0,210000.0
148,150,527302185,113.85658914728684,235000,200400.0,210000.0
149,151,527302210,123.45679012345678,220000,222200.0,213000.0
150,152,527325070,94.70752089136492,272000,175900.0,192000.0
151,153,527325090,99.48186528497408,192000,186900.0,190000.0
152,154,527325110,96.49568308786186,190000,179900.0,192000.0
153,155,527325160,103.844454264251,235000,193000.0,190000.0
154,156,527325240,132.9479768786127,161000,161000.0,155000.0
155,157,527326040,58.469170800850456,82500,208800.0,192000.0
156,158,527326130,155.41740674955594,175000,182900.0,192000.0
157,159,527326150,134.207240948814,215000,174900.0,190000.0
158,160,527327050,96.0591133004926,195000,179800.0,190000.0
159,161,527327080,120.71156289707753,190000,173100.0,161000.0
160,162,527328010,153.35753176043556,169000,175740.8,154204.0
161,163,527328020,143.41085271317831,148000,179940.8,169000.0
162,164,527328050,128.71707731520814,151500,184240.8,169000.0
163,165,527352150,75.12195121951221,154000,224500.0,200000.0
164,166,527353020,119.68880909634949,200000,215300.0,197000.0
165,167,527353060,93.15375982042649,249000,205500.0,197000.0
166,168,527353080,114.20289855072464,197000,215900.0,200000.0
167,169,527354160,90.50880626223093,185000,203550.0,192350.0
168,170,527354200,107.79144698301113,184000,212000.0,200000.0
169,171,527355060,101.72320947765213,188900,211170.0,192350.0
170,172,527355150,110.14263074484943,278000,187360.0,187500.0
171,173,527355280,123.07236061684459,207500,212570.0,192350.0
172,174,527356020,89.79885057471266,250000,185060.0,154000.0
173,175,527356050,93.82716049382715,152000,211860.0,190000.0
174,176,527356060,115.91494845360823,179900,206280.0,190000.0
175,177,527357020,139.34426229508196,170000,175880.0,175000.0
176,178,527357110,112.30886850152905,146900,212880.0,190000.0
177,179,527357180,102.99295774647888,292500,199980.0,200000.0
178,180,527358060,117.92452830188678,175000,174880.0,172000.0
179,181,527358090,158.81809787626963,172000,175480.0,175000.0
180,182,527358140,103.03687635574836,190000,179760.0,179900.0
181,183,527359010,100.4016064257028,175000,166180.0,170000.0
182,184,527359030,110.73407202216066,159900,175980.0,175000.0
183,185,527359050,110.94890510948905,152000,185560.0,190000.0
184,186,527359070,104.37881873727088,205000,176760.0,179900.0
185,187,527359080,102.27390180878551,197900,178180.0,179900.0
186,188,527359180,105.72805139186295,197500,170380.0,172000.0
187,189,527401130,74.21875,133000,132830.0,136000.0
188,190,527401160,75.89285714285714,136000,132230.0,133000.0
189,191,527402060,143.26375711574948,151000,124500.0,139000.0
190,192,527364030,127.86624203821657,240900,222400.0,226000.0
191,193,527366030,117.39594450373531,220000,241500.0,216000.0
192,194,527368010,129.7625621203755,235000,222380.0,220000.0
193,195,527368020,129.03225806451613,216000,227380.0,230000.0
194,196,527375100,131.40037014188772,213000,191660.0,167900.0
195,197,527375160,98.4,184500,172460.0,165000.0
196,198,527375180,150.44802867383513,167900,175780.0,165000.0
197,199,527375210,132.43922883487008,158000,119950.0,118000.0
198,200,527376090,142.92364990689012,153500,120850.0,118000.0
199,201,527376100,122.22222222222223,165000,176360.0,167900.0
200,202,527376110,97.8966346153846,162900,176780.0,167900.0
201,203,527377030,138.27349121466767,181000,177200.0,155000.0
202,204,527377110,95.31166755460842,178900,176100.0,162500.0
203,205,527378010,140.52583862194015,155000,184580.0,181000.0
204,206,527378020,133.276740237691,157000,184180.0,181000.0
205,207,527380240,130.76923076923077,306000,100050.0,97000.0
206,208,527402090,125.33814247069431,139000,124100.0,128000.0
207,209,527425060,112.26851851851852,97000,136450.0,130000.0
208,210,527425090,133.10185185185185,115000,134700.0,130000.0
209,211,527425110,150.46296296296296,130000,131700.0,120500.0
210,212,527425140,139.46759259259258,120500,133600.0,130000.0
211,213,527427090,173.40286831812256,133000,171000.0,177000.0
212,214,527402130,119.55128205128206,111900,139250.0,143000.0
213,215,527402150,146.02446483180432,143250,136080.0,143000.0
214,216,527402200,148.40637450199205,149000,134930.0,143000.0
215,217,527402220,148.20359281437123,148500,151780.0,149000.0
216,218,527402240,124.40838404327248,184000,144680.0,148500.0
217,219,527402250,139.05380333951763,149900,151500.0,148500.0
218,220,527403020,134.46969696969697,142000,131400.0,139000.0
219,221,527403040,152.046783625731,156000,128600.0,139000.0
220,222,527403120,102.56410256410255,88000,126100.0,133000.0
221,223,527403310,109.00140646976091,155000,122600.0,113500.0
222,224,527403360,142.36111111111111,123000,168800.0,161000.0
223,225,527404020,108.47457627118642,128000,136030.0,143000.0
224,226,527404030,136.1904761904762,143000,133030.0,133000.0
225,227,527404050,145.51422319474838,133000,150680.0,148500.0
226,228,527404100,125.7894736842105,119500,106600.0,110000.0
227,229,527404120,142.85714285714286,126000,109900.0,119500.0
228,230,527404140,141.05504587155963,123000,105900.0,110000.0
229,231,527404150,128.2051282051282,110000,108500.0,119500.0
230,232,527404180,111.55606407322657,97500,124200.0,133000.0
231,233,527405130,88.54166666666669,76500,119800.0,120500.0
232,234,527405160,139.46759259259258,120500,119280.0,124500.0
233,235,527405180,144.09722222222226,124500,118480.0,120500.0
234,236,527425025,140.04376367614879,128000,142050.0,136000.0
235,237,527425035,128.76157407407408,111250,139200.0,141000.0
236,238,527427160,115.93118922961857,155000,166600.0,177000.0
237,239,527427200,132.38593866866117,177000,154650.0,155000.0
238,240,527427210,133.8971106412967,190000,152050.0,155000.0
239,241,527450010,96.61172161172159,105500,107680.0,113000.0
240,242,527450030,103.93772893772892,113500,106080.0,105500.0
241,243,527450080,91.94139194139194,125500,103680.0,105500.0
242,244,527450110,104.76190476190477,103400,108100.0,113000.0
243,245,527452060,150.05219206680584,143750,127560.0,128000.0
244,246,527452070,136.85687558465855,146300,132450.0,128000.0
245,247,527427230,137.621540762902,184000,153250.0,155000.0
246,248,527450150,92.77504105090313,113000,106180.0,105500.0
247,249,527450210,84.09321175278622,83000,112180.0,113000.0
248,250,527450220,93.34975369458128,113700,112180.0,113000.0
249,251,527450250,101.31712259371834,100000,112180.0,113000.0
250,252,527450280,112.46200607902736,111000,112180.0,113000.0
251,253,527450460,112.62135922330096,116000,102800.0,96000.0
252,254,527450520,101.82370820668692,100500,104700.0,105500.0
253,255,527451020,81.41321044546851,106000,112180.0,113000.0
254,256,527451060,107.39614994934144,106000,112180.0,113000.0
255,257,527451110,91.57509157509158,125000,112180.0,113000.0
256,258,527451170,89.74358974358972,122500,99400.0,96000.0
257,259,527451180,97.2644376899696,96000,104700.0,105500.0
258,260,527451290,86.52482269503548,85400,102600.0,105500.0
259,261,527451320,86.02150537634407,112000,97280.0,89500.0
260,262,527451330,96.61172161172159,105500,98580.0,89500.0
261,263,527451380,96.88013136288998,118000,96080.0,89500.0
262,264,527451400,90.67882472137792,89500,103900.0,105500.0
263,265,527451410,80.58608058608058,88000,104200.0,105500.0
264,266,527451450,93.8818565400844,89000,107400.0,108000.0
265,267,527451460,98.9010989010989,108000,103600.0,97000.0
266,268,527451520,95.74468085106385,94500,104750.0,108000.0
267,269,527451540,98.27760891590677,97000,104250.0,108000.0
268,270,527451550,85.82949308755761,111750,101300.0,97000.0
269,271,527451640,119.55420466058763,118000,101600.0,97000.0
270,272,527451650,91.78187403993856,119500,101300.0,97000.0
271,273,527452100,133.61169102296452,128000,141510.0,143750.0
272,274,527452190,119.27034611786716,127500,140390.0,143750.0
273,275,527452290,104.54217736121124,145000,145230.0,130000.0
274,276,527452310,136.66666666666666,123000,149630.0,145000.0
275,277,527453010,100.12919896640827,155000,140900.0,144000.0
276,278,527453050,94.31524547803619,146000,142700.0,144000.0
277,279,527453060,101.99175824175823,148500,142200.0,144000.0
278,280,527453070,130.33175355450234,137500,144400.0,146000.0
279,281,527453130,102.9532967032967,149900,135400.0,143000.0
280,282,527453140,116.58767772511848,123000,140780.0,144000.0
281,283,527453150,143.54066985645932,120000,141380.0,144000.0
282,284,527453160,98.21428571428572,143000,136780.0,144000.0
283,285,527454050,111.19515885022692,147000,135980.0,143000.0
284,286,528110040,187.72296238244513,479069,463522.4,451950.0
285,287,528110070,200.2027369488089,395000,350423.4,337500.0
286,288,528110100,143.77601210745362,380000,432028.6,417500.0
287,289,528110110,169.4399350649351,417500,395928.6,380000.0
288,290,528112020,179.5774647887324,306000,333218.6,360000.0
289,291,527454120,140.75829383886258,148500,139380.0,138000.0
290,292,527454130,94.71153846153848,137900,142100.0,147000.0
291,293,527454200,100.27472527472528,146000,142780.0,142500.0
292,294,527455030,135.07109004739337,142500,143480.0,146000.0
293,295,527455050,94.96124031007751,147000,143080.0,142500.0
294,296,527455060,103.0534351145038,148500,142780.0,142500.0
295,297,527455080,94.78021978021978,138000,142080.0,147000.0
296,298,527455090,153.70813397129186,128500,143380.0,144000.0
297,299,527455100,98.9010989010989,144000,140280.0,138000.0
298,300,527455240,112.10762331838563,100000,135330.0,142600.0
299,301,527455250,130.81983805668017,129250,129480.0,142600.0
300,302,527455270,123.31838565022423,110000,129090.0,129250.0
301,303,527455280,132.85714285714286,148800,121330.0,124400.0
302,304,528102010,159.0909090909091,315000,364823.4,372000.0
303,305,528102030,204.2531055900621,394617,348900.0,337500.0
304,306,528102040,196.44935972060532,337500,361923.4,380000.0
305,307,528102140,166.66666666666666,462000,466936.2,451950.0
306,308,528104010,162.80584354382657,345474,329478.6,335000.0
307,309,528106010,131.98882896764252,342643,410900.0,417500.0
308,310,528106020,231.05745212323063,555000,368428.6,380000.0
309,311,528106070,196.7312348668281,325000,363523.4,372000.0
310,312,528106110,219.94134897360703,450000,389528.6,383000.0
311,313,528106120,155.74783683559954,252000,429128.6,415000.0
312,314,528108010,160.1875,256300,347313.4,345474.0
313,315,528108020,124.04162585700294,253293,347914.8,345474.0
314,316,528108040,148.25278810408918,398800,318813.4,335000.0
315,317,528108070,153.3882783882784,335000,311973.4,306000.0
316,318,528108120,161.16623821765208,376162,431403.8,451950.0
317,319,528108130,200.0,404000,314878.6,306000.0
318,320,528110010,196.84233449477352,451950,468946.2,462000.0
319,321,528110020,228.1226626776365,610000,437336.2,451950.0
320,322,528112040,207.3732718894009,360000,334232.4,335000.0
321,323,528112150,152.9987760097919,250000,303100.0,306000.0
322,324,528114010,222.1627408993576,415000,396528.6,383000.0
323,325,528114040,196.41025641025644,383000,407013.4,418000.0
324,326,528114050,222.67206477732796,440000,326800.0,325000.0
325,327,528116010,166.10549943883274,296000,357660.0,326000.0
326,328,528116030,176.2162162162162,326000,338460.0,325300.0
327,329,528118010,136.91077441077442,325300,415413.4,418000.0
328,330,528118020,126.01957585644371,309000,418673.4,418000.0
329,331,528118030,141.92139737991266,390000,402473.4,418000.0
330,332,528118040,151.5591007976795,418000,396873.4,390000.0
331,333,528118050,218.3698689956332,500067,380460.0,390000.0
332,334,528118090,164.87455197132616,460000,388473.4,390000.0
333,335,528120010,120.87174721189592,260116,362890.8,300000.0
334,336,528120020,148.80605707629587,255500,321180.0,317000.0
335,337,528120030,192.19736087205968,335000,279480.0,274900.0
336,338,528120110,131.3155386081983,275500,304580.0,280000.0
337,339,528120120,161.95524146054183,275000,304680.0,280000.0
338,340,528120130,162.5911625911626,379000,298380.0,300000.0
339,341,528120150,128.1843914274161,317000,310780.0,300000.0
340,342,528120160,160.47869235259782,274900,319200.0,317000.0
341,343,528120170,195.95035924232528,300000,314180.0,317000.0
342,344,528138010,179.20353982300884,324000,277880.0,275000.0
343,345,528138020,142.15148188803514,259000,290880.0,275500.0
344,346,528138060,139.41368078175896,214000,295880.0,284000.0
345,347,528142020,119.73180076628351,250000,324180.0,317000.0
346,348,528176070,142.22222222222226,320000,352350.0,286500.0
347,349,528178010,173.86363636363637,382500,362250.0,370000.0
348,350,528178070,159.02227255568138,421250,354800.0,320000.0
349,351,528142040,157.3741007194245,350000,304180.0,300000.0
350,352,528142070,139.90670059372349,329900,260700.0,275000.0
351,353,528142090,152.5054466230937,280000,282680.0,284000.0
352,354,528142110,185.1851851851852,360000,233838.6,245700.0
353,355,528142130,174.3400859422959,284000,281880.0,280000.0
354,356,528142140,135.5060034305317,316000,275480.0,280000.0
355,357,528142150,153.125,269500,284780.0,284000.0
356,358,528150040,206.43729189789124,372000,340400.0,325000.0
357,359,528150070,258.7381556683588,611657,291482.6,274900.0
358,360,528150080,207.81082589285717,372397,371354.6,290000.0
359,361,528150090,212.35955056179776,378000,364510.0,342000.0
360,362,528150110,115.69688768606224,342000,371710.0,378000.0
361,363,528150120,143.43598055105352,354000,390150.0,386250.0
362,364,528164040,208.70535714285717,374000,423550.0,386250.0
363,365,528164060,248.98785425101212,615000,398100.0,374000.0
364,366,528166060,161.47575250836118,386250,371860.0,354000.0
365,367,528166090,181.48450244698205,445000,348000.0,370000.0
366,368,528166120,154.61019490254873,412500,412600.0,370000.0
367,369,528166150,146.75052410901466,350000,428350.0,386250.0
368,370,528168030,120.83333333333331,290000,370979.4,372397.0
369,371,528168040,120.05054759898904,285000,381750.0,382500.0
370,372,528170040,160.24706744868038,437154,289880.0,284000.0
371,373,528170070,138.80742913000978,284000,282430.8,279000.0
372,374,528172020,144.43277310924367,275000,270459.6,255900.0
373,375,528172050,152.23048327137548,245700,276319.6,258000.0
374,376,528172060,159.33997509339974,255900,274279.6,258000.0
375,377,528172070,135.21092388146423,232698,243940.2,255900.0
376,378,528172080,180.31746031746036,284000,222100.0,209500.0
377,379,528172150,145.7680250783699,279000,321510.8,284000.0
378,380,528174010,142.95154185022025,194700,204000.0,204000.0
379,381,528174020,156.6820276497696,204000,202140.0,200000.0
380,382,528174030,153.60983102918587,200000,202940.0,204000.0
381,383,528174040,151.98237885462558,207000,201540.0,200000.0
382,384,528174050,156.8483063328424,213000,194670.0,196000.0
383,385,528174060,150.07656967840734,196000,198070.0,200000.0
384,386,528174070,141.27105666156203,184500,200370.0,200000.0
385,387,528174080,136.25366568914956,185850,200100.0,200000.0
386,388,528175050,156.480117820324,212500,207433.0,205000.0
387,389,528175060,175.0380517503805,230000,203933.0,205000.0
388,390,528176010,185.45994065281897,500000,404750.0,382500.0
389,391,528178090,137.54646840148698,370000,363000.0,382500.0
390,392,528180070,182.59132420091325,319900,291090.0,282500.0
391,393,528180080,180.51118210862617,282500,298570.0,310090.0
392,394,528180110,180.52518756698825,336860,287698.0,282500.0
393,395,528180130,170.6730769230769,248500,306670.0,310090.0
394,396,528181010,140.45354791514262,192000,206833.0,207500.0
395,397,528181040,148.1469298245614,202665,203700.0,205000.0
396,398,528181050,149.63503649635038,205000,206333.0,207500.0
397,399,528181060,134.8133848133848,209500,205433.0,205000.0
398,400,528181070,134.8133848133848,209500,205433.0,205000.0
399,401,528181080,147.8102189781022,202500,206833.0,207500.0
400,402,528186010,167.3481308411215,286500,312250.0,280000.0
401,403,528186030,180.5006587615283,274000,314750.0,286500.0
402,404,528186050,177.55231452124286,280000,284800.0,277500.0
403,405,528186080,157.95724465558197,266000,285618.0,280000.0
404,406,528186090,177.7706598334401,277500,299570.0,310090.0
405,407,528186110,186.12845138055218,310090,293052.0,282500.0
406,419,528218020,114.58333333333331,176000,183660.0,174000.0
407,420,528218060,117.06043956043956,170440,173639.6,174000.0
408,421,528218090,126.37362637362637,184000,170927.6,170440.0
409,422,528218100,115.3395061728395,168165,174094.6,174000.0
410,423,528218150,150.6797583081571,199500,178960.0,174000.0
411,424,528220040,112.61744966442951,167800,185200.0,176000.0
412,425,528221050,153.0920060331825,203000,178260.0,174000.0
413,426,528221060,117.25067385444744,174000,184060.0,176000.0
414,427,528221070,111.53846153846152,174000,172927.6,170440.0
415,428,528222010,108.72313527180785,258000,238879.8,245700.0
416,429,528222020,124.06233243967829,185101,253459.6,255900.0
417,430,528222050,111.14164305949006,156932,194308.2,184000.0
418,431,528222090,137.91732909379968,173500,189662.0,174000.0
419,432,528228270,137.12241653418124,172500,183980.0,175900.0
420,433,528228285,139.73799126637556,160000,186480.0,175900.0
421,434,528228290,111.89710610932477,174000,183680.0,175900.0
422,435,528228295,112.1096239643085,175900,183300.0,174000.0
423,436,528228325,150.28901734104045,234000,201148.0,187687.0
424,437,528228340,147.66483516483515,215000,199100.0,192500.0
425,438,528228345,134.02061855670104,195000,203100.0,192500.0
426,439,528228360,163.46128391793513,246990,199680.4,187687.0
427,440,528228375,142.54247954688483,226500,203778.4,187687.0
428,441,528228405,139.58756345177665,219990,212446.0,215000.0
429,442,528228415,126.40735502121642,178740,220696.0,219990.0
430,443,528228430,145.3488372093023,225000,197100.0,192500.0
431,444,528228435,123.79421221864952,192500,203600.0,195000.0
432,445,528228440,151.30023640661938,192000,203700.0,195000.0
433,446,528228445,126.99468085106385,191000,203900.0,195000.0
434,447,528228450,120.34574468085108,181000,203900.0,195000.0
435,448,528228455,147.54098360655738,180000,240159.0,245700.0
436,449,528228460,139.9126637554585,160200,244119.0,245700.0
437,450,528228465,126.29936808846762,159895,244180.0,245700.0
438,451,528228540,150.63162118780096,187687,196575.0,185485.0
439,452,528228555,146.51263823064767,185485,193835.4,187687.0
440,453,528228565,141.75962815405046,213490,202750.0,187687.0
441,454,528228580,164.38533333333334,246578,198632.4,187687.0
442,455,528231020,134.27947598253272,184500,190308.0,192140.0
443,456,528231030,168.45397676496873,188500,189508.0,192140.0
444,457,528231050,104.53754080522309,192140,188780.0,188500.0
445,458,528235010,131.6340782122905,188500,215896.6,185088.0
446,459,528235020,118.15181518151816,179000,222457.6,188500.0
447,460,528235050,121.4049039098741,183200,184815.6,185088.0
448,461,528235090,88.2223202470225,200000,209800.0,215000.0
449,462,528235120,121.15505335844318,193000,180280.0,178000.0
450,463,528235130,125.88401697312588,178000,183280.0,186500.0
451,464,528235160,109.7498723838693,215000,184328.0,188500.0
452,465,528235180,162.95025728987994,190000,189328.0,188500.0
453,466,528235190,126.08886107634544,201490,183180.0,178000.0
454,467,528235200,123.72634643377,170000,189478.0,193000.0
455,468,528240020,106.68604651162792,183500,186817.6,188000.0
456,469,528240030,116.25766871165644,189500,185617.6,185088.0
457,470,528240040,120.87912087912089,176000,188317.6,188000.0
458,471,528240050,109.30232558139537,188000,197420.0,184100.0
459,472,528240060,129.73925299506695,184100,198200.0,188000.0
460,473,528240070,110.45918367346937,216500,192520.0,184100.0
461,474,528240080,119.05991735537191,230500,189720.0,184100.0
462,475,528240130,106.80207732256204,185088,187200.0,188500.0
463,476,528240150,122.64742785445421,195500,185117.6,185088.0
464,477,528250010,118.72309899569584,165500,215600.0,213000.0
465,478,528250020,128.9456010745467,192000,210300.0,213000.0
466,479,528250030,107.25075528700907,213000,206100.0,192000.0
467,480,528250040,132.63785394932935,178000,213100.0,213000.0
468,481,528250060,119.28429423459244,180000,210400.0,211000.0
469,482,528250070,108.31622176591377,211000,204200.0,180000.0
470,483,528250100,125.87412587412588,180000,199820.0,188000.0
471,484,528253010,157.91476407914763,207500,205833.0,205000.0
472,485,528275060,103.60576923076924,172400,218350.0,226750.0
473,486,528275070,104.6099290780142,236000,205630.0,215000.0
474,487,528275080,113.81683430386448,215000,209830.0,226750.0
475,488,528275110,110.0250626566416,219500,215100.0,215000.0
476,489,528275160,128.49301397205588,257500,198300.0,200000.0
477,490,528280100,105.9915164369035,199900,178900.0,178000.0
478,491,528280110,106.25379477838493,175000,183880.0,186500.0
479,492,528280130,104.07366071428572,186500,181580.0,178000.0
480,493,528280150,118.88111888111887,170000,218830.0,226750.0
481,494,528280180,119.84672304439745,226750,207480.0,215000.0
