,PID,Latitude,Longitude,priceperarea,nn5meanprice,nn5medprice
57,527146010,42.06083153769405,-93.632335540537,138.1199538638985,154.19345265215608,154.36810856658184
58,527146030,42.06085772255054,-93.63239595274159,146.3490099009901,152.54764144473774,154.36810856658184
59,527165100,42.05742982813761,-93.63786425950322,110.59379217273954,116.68490931268033,117.48818365968941
60,527165130,42.05784644125896,-93.63621469149052,148.24335904027419,125.37843745540094,117.48818365968941
61,527165170,42.0574852,-93.63579987899072,102.31425091352008,136.64454926902266,139.49579831932772
62,527190220,42.058192,-93.634333,157.86452353616536,137.4909765987979,139.49579831932772
63,527146135,42.059257247229745,-93.63261716606743,100.48381094157051,138.87540005333983,140.98728496634257
64,527158020,42.05919,-93.63555799999999,156.97177074422584,130.71410104468782,140.98728496634257
65,527158090,42.059605095528326,-93.63626510175811,94.45100354191263,127.43842245941134,125.16688918558077
66,527161010,42.058812475442636,-93.63925915859913,112.84289276807979,110.15006335860949,112.06368646662584
67,527161040,42.05892273665267,-93.63926155124744,128.43704775687408,106.15516561467332,107.68335273573923
68,527161090,42.0589771228269,-93.640518123423,105.01750291715284,114.28824912309054,112.59842519685041
69,527162080,42.05895301716578,-93.63811869682137,115.09980682549904,118.99388970596628,116.7481662591687
70,527162090,42.05898185723344,-93.63811860669615,140.46288906624102,114.50450699787041,115.09980682549904
71,527162110,42.059025522354226,-93.63902417513886,107.68335273573923,110.15006335860951,112.06368646662584
72,527162120,42.05899815550775,-93.63902511701885,116.7481662591687,108.33710065392361,107.68335273573923
73,527162130,42.05897078866128,-93.63902605889885,104.76718403547672,110.733297098662,112.06368646662584
74,527162140,42.05892973839155,-93.63902747171885,88.73423227490214,113.93988745077691,112.06368646662584
75,527162180,42.05879290415915,-93.6390321811188,112.06368646662584,110.30590461890029,112.84289276807979
76,527163010,42.0585471102701,-93.63697835811372,106.28398791540785,113.92142470388303,113.30362826225334
77,527163020,42.058495598890204,-93.63698156802168,110.32644903397735,113.11293248016914,113.30362826225334
78,527163040,42.05836682044043,-93.63698959279155,113.30362826225334,112.51749663451395,110.32644903397735
79,527163070,42.05813929966258,-93.63702991849178,125.85034013605444,110.00815425975372,110.32644903397735
80,527163080,42.05956730391068,-93.6376374464527,134.79359730412804,122.74415884925315,119.60158311345648
81,527163100,42.05946991173204,-93.63768833935806,113.3896260554885,127.02495309898109,125.16688918558077
82,527163130,42.05927528026756,-93.63779041637262,119.60158311345648,122.0059814333529,115.09980682549904
83,527164020,42.05826323456243,-93.6358579074075,139.49579831932772,116.48463470849875,111.73885750156937
84,527164060,42.058054999999996,-93.635861,111.73885750156937,132.6793377631419,139.49579831932772
85,527164090,42.05821273108703,-93.63676940744348,117.48818365968941,111.68058555502671,110.32644903397735
86,527164120,42.05843904438765,-93.63675673845938,102.63852242744065,114.65051780147648,113.30362826225334
87,527165010,42.05693255102041,-93.63776287755104,108.25043885313049,124.8269626212439,123.13993174061432
88,527165020,42.05693236734695,-93.63777291836736,108.69565217391305,124.73791995708739,123.13993174061432
89,527165230,42.05734085560564,-93.63592516415078,155.8550968828981,123.85608988687616,117.48818365968941
90,527166010,42.05819059134361,-93.63936394715857,113.464447806354,116.92661370722313,112.84289276807979
91,527166030,42.05819219711453,-93.63933664905286,108.14950980392156,117.9896013077096,113.464447806354
92,527166040,42.05813150570817,-93.63835771923057,123.13993174061432,111.874248615028,112.06368646662584
93,527175130,42.05659525375694,-93.63278756748915,136.70567375886526,125.16511982818697,128.71707731520814
94,527180040,42.057984999999995,-93.63474699999999,127.88963460104401,127.31736011791676,125.1733703190014
95,527180100,42.058339921875,-93.6343910625,125.1733703190014,147.38004757836512,153.9087947882736
96,527182020,42.059483311773896,-93.63446487156813,107.9734219269103,151.54544509976841,153.9087947882736
97,527182040,42.05934865504754,-93.63447392213163,156.25,137.00292854895073,140.98728496634257
98,527182170,,,99.2822966507177,,
99,527182190,,,141.1451398135819,,
100,527183030,42.0590794,-93.6345917,153.9087947882736,137.47116959129602,140.98728496634257
101,527183060,42.0590794,-93.6345917,140.98728496634257,140.05547155568223,153.9087947882736
102,527184020,42.06044422551375,-93.63105232805306,154.36810856658184,155.73201506343065,146.3490099009901
103,527184110,42.060644034256335,-93.631279076609,160.48448145344437,143.64083088369256,144.10958350181966
104,527190050,42.059395057966334,-93.63133082247809,135.25749858517258,150.38109726782855,154.36810856658184
105,527208010,42.0615751,-93.6291384384083,142.0,149.64434012965557,140.49650621118013
106,527210050,42.06052267346938,-93.62919155102041,144.10958350181966,160.51224973202116,140.49650621118013
107,527210060,42.060522,-93.629176,196.37148803329862,150.05986882572537,140.49650621118013
108,527212040,42.06057809473684,-93.62884491578949,140.49650621118013,162.62784143519025,144.10958350181966
109,527212050,42.06055254736841,-93.62885495789476,129.7923322683706,164.76867622375215,144.10958350181966
110,527212060,42.060527,-93.628865,137.45179063360882,163.2367845507045,144.10958350181966
111,527214030,42.06011057142858,-93.627926,205.4140127388535,157.61964471320434,140.49650621118013
112,527214060,42.06007471428571,-93.62771,198.29503335804299,159.04344058936644,140.49650621118013
113,527216070,42.060878739096815,-93.62613914098549,164.0744129307716,186.48202727910783,198.29503335804299
114,527216080,42.06084660866363,-93.62614208665285,253.03122326775025,168.6906652117121,182.0625610948192
115,527225035,42.06152942050269,-93.62385858501341,93.60730593607306,135.3635548641828,108.84831460674157
116,527226010,42.05926630702864,-93.62217083904108,72.84482758620689,106.61015626936205,93.60730593607306
117,527226020,42.059365782046015,-93.62225303744788,78.01899592944369,105.57532260071471,93.60730593607306
118,527226040,42.06149796826403,-93.62363120795608,108.84831460674157,132.3153531300491,93.60730593607306
119,527301170,42.05484837117483,-93.63941468121469,102.72336359292879,125.70725716741094,124.92288710672425
120,527301245,42.05430551029377,-93.63888925844304,134.1824644549763,119.60063347910955,118.99932386747804
121,527250040,42.05670899093472,-93.62562088563766,137.31060606060606,102.9147230013668,95.65667011375388
122,527252050,42.0596998073891,-93.62960627193152,198.44913151364761,168.54503888741954,144.10958350181966
123,527252070,42.05755020324208,-93.63000213859564,276.25088090204366,182.90085541705758,185.53092182030338
124,527252080,42.05760246670809,-93.62995821072128,195.3216374269006,199.0867041120862,185.53092182030338
125,527252090,42.0576387725844,-93.62993068852472,185.53092182030338,217.80488004622612,212.51724137931038
126,527254020,42.05985571428571,-93.62815914285713,182.0625610948192,162.28993504201122,140.49650621118013
127,527256030,42.05896976510067,-93.62837961073826,197.819606087735,210.16993958893644,212.51724137931038
128,527256040,42.05897141610738,-93.62841371812081,222.82076395690498,205.16970801510243,198.44913151364761
129,527256120,42.058832731543625,-93.62895169798658,235.0,202.73386080648345,198.44913151364761
130,527258010,42.058803563758396,-93.62834913422822,212.51724137931038,207.23041253062138,198.44913151364761
131,527258020,42.057371280482776,-93.62989209803447,169.9346405228758,204.16410349289117,195.3216374269006
132,527276040,42.05844882894972,-93.62175577659416,89.38172043010752,114.7792461846116,133.10185185185185
133,527276150,42.05675269387755,-93.62326030612243,163.19444444444446,124.05031550423227,128.76157407407408
134,527276160,42.05691061974768,-93.62394609055036,95.65667011375388,135.47403051300756,133.10185185185185
135,527301010,42.05551467165237,-93.638062,124.92288710672425,117.3945431323679,118.99932386747804
136,527301080,42.054417,-93.638063,127.01388888888887,123.93768882500504,123.41772151898735
137,527301320,42.05361420021923,-93.63735972351776,110.49723756906076,122.41534692209196,127.01388888888887
138,527302020,42.055470190860426,-93.63783989426828,95.28907922912205,123.32130470788834,123.41772151898735
139,527302050,42.054653287473116,-93.63780634837751,123.41772151898735,124.65692229898532,127.01388888888887
140,527302060,42.05460248137384,-93.63780058898165,118.99932386747804,125.5406018292872,127.01388888888887
141,527302070,42.05455169737027,-93.63779464883542,144.3650793650794,120.46745072976691,123.41772151898735
142,527302080,42.054501,-93.637788,104.90151168117269,128.36016426654828,127.01388888888887
143,527302090,42.054475,-93.637326,128.00480769230768,118.59721932706448,118.99932386747804
144,527354040,42.05326280100717,-93.63574211446308,129.00641025641025,114.8070818900728,110.49723756906076
145,527354050,42.0532638621418,-93.6356519938145,142.16555801921655,114.33770080088843,123.07236061684459
146,527354100,42.05291637350058,-93.6339819544364,127.37771739130434,115.18811492916734,110.14263074484943
147,527359160,42.05066626725399,-93.63371570481354,131.4199395770393,124.4433092581608,117.92452830188678
148,527302110,42.05456341144617,-93.63669020571436,101.30246020260492,116.86865599618402,114.12358133669608
149,527302175,42.05534491781397,-93.63647630515446,114.12358133669608,98.4748179006642,101.30246020260492
150,527302185,42.05530381659817,-93.63647518566609,113.85658914728684,112.4353437168375,114.12358133669608
151,527302210,42.054604937723646,-93.63646963865264,123.45679012345678,110.39899185405208,113.85658914728684
152,527325070,42.0545474,-93.63530666666668,94.70752089136492,107.62553863228845,101.30246020260492
153,527325090,42.05497791050765,-93.63460714015186,99.48186528497408,107.85940449568943,96.49568308786186
154,527325110,42.055141,-93.633802,96.49568308786186,110.28402760968909,103.844454264251
155,527325160,42.055075099999996,-93.6329489,103.844454264251,120.57820139676039,120.71156289707753
156,527325240,42.05420181752388,-93.6304637001837,132.9479768786127,120.52057814962784,120.71156289707753
157,527326040,42.05512945519149,-93.63508069267212,58.469170800850456,116.06194339251415,99.48186528497408
158,527326130,42.05527671524565,-93.63428082858951,155.41740674955594,98.49968287735028,99.48186528497408
159,527326150,42.05528206355001,-93.63425011897093,134.207240948814,102.74171603749866,99.48186528497408
160,527327050,42.05450581967213,-93.63156011475408,96.0591133004926,119.27215764778285,120.71156289707753
161,527327080,42.05485709836066,-93.63154857377049,120.71156289707753,120.78594657393512,128.71707731520814
162,527328010,42.05643197161086,-93.63254618038141,153.35753176043556,121.83474822787291,128.71707731520814
163,527328020,42.05644742811757,-93.63174796221436,143.41085271317831,128.6672599991675,128.71707731520814
164,527328050,42.05645099500372,-93.63156375802194,128.71707731520814,144.8240523304865,143.41085271317831
165,527352150,42.05183843368243,-93.63797854074751,75.12195121951221,107.5659744393981,107.79144698301113
166,527353020,42.052397,-93.63758399999999,119.68880909634949,98.65260286403065,102.99295774647888
167,527353060,42.052102958122724,-93.63832453179472,93.15375982042649,103.95961271921529,107.79144698301113
168,527353080,42.0523089122682,-93.6384883030068,114.20289855072464,99.74978497315563,102.99295774647888
169,527354160,42.052555402846295,-93.63559618107858,90.50880626223093,124.66905115228558,127.37771739130434
170,527354200,42.052691714285714,-93.63730291836735,107.79144698301113,102.53293125121472,110.49723756906076
171,527355060,42.05238119425546,-93.63443437035063,101.72320947765213,120.31901651189779,127.37771739130434
172,527355150,42.05291513617854,-93.63375536933796,110.14263074484943,111.35958632524576,101.72320947765213
173,527355280,42.05342436288952,-93.6360176415407,123.07236061684459,115.99389181798593,110.49723756906076
174,527356020,42.050501766330434,-93.63749315294264,89.79885057471266,100.03317728299109,102.99295774647888
175,527356050,42.050280268960826,-93.63731636146414,93.82716049382715,104.81050032641545,103.03687635574836
176,527356060,42.05020643650429,-93.63725743097132,115.91494845360823,100.39294273445921,102.99295774647888
177,527357020,42.0507044,-93.6352344,139.34426229508196,118.72127120357655,110.73407202216066
178,527357110,42.0503732578785,-93.63712515829857,112.30886850152905,101.11415872487507,102.99295774647888
179,527357180,42.051449727272725,-93.63746754545454,102.99295774647888,98.01444784250597,93.15375982042649
180,527358060,42.0507044,-93.6352344,117.92452830188678,123.00521800221559,110.73407202216066
181,527358090,42.0507044,-93.6352344,158.81809787626963,114.82650408733903,110.73407202216066
182,527358140,42.049460411604926,-93.63618913624374,103.03687635574836,114.25811497906844,110.94890510948905
183,527359010,42.04995467561115,-93.63448256911846,100.4016064257028,122.07434146113155,117.92452830188678
184,527359030,42.049770556889015,-93.63494181381681,110.73407202216066,100.84202572659447,102.27390180878551
185,527359050,42.049587558659226,-93.63540150292951,110.94890510948905,104.16505506993364,103.03687635574836
186,527359070,42.049406846432746,-93.63586209872628,104.37881873727088,113.98972650276392,110.94890510948905
187,527359080,42.049343883629625,-93.63601453020759,102.27390180878551,114.410709888461,110.94890510948905
188,527359180,42.0507044,-93.6352344,105.72805139186295,125.44451338422036,117.92452830188678
189,527401130,42.05653622292416,-93.6262780908437,74.21875,123.76459475253967,137.31060606060606
190,527401160,42.056537433917505,-93.62615978205886,75.89285714285714,123.42977332396825,137.31060606060606
191,527402060,42.05539722222222,-93.62808022222221,143.26375711574948,125.19495794069027,125.33814247069431
192,527364030,42.049018222222216,-93.639552,127.86624203821657,128.64882476372946,129.03225806451613
193,527366030,42.05005399823367,-93.63933355890705,117.39594450373531,128.6375443382713,129.03225806451613
194,527368010,42.04927244444444,-93.639331,129.7625621203755,128.31691968433296,127.86624203821657
195,527368020,42.049145333333335,-93.639331,129.03225806451613,128.41562155846955,127.86624203821657
196,527375100,42.05262561046639,-93.63272112714209,131.40037014188772,115.82190325125828,110.14263074484943
197,527375160,42.052354390291775,-93.63222042442554,98.4,128.97818111204396,131.40037014188772
198,527375180,42.05234010168374,-93.63208759425396,150.44802867383513,118.56857537727694,122.22222222222223
199,527375210,42.052365,-93.63041700000001,132.43922883487008,107.67336612217612,98.27760891590677
200,527376090,42.052528705962565,-93.6305491449368,142.92364990689012,105.57648190777213,98.27760891590677
201,527376100,42.05251390637993,-93.6320665228675,122.22222222222223,124.2137366675995,131.40037014188772
202,527376110,42.052517443175454,-93.63213097491119,97.8966346153846,129.07885418896703,131.40037014188772
203,527377030,42.0497753800013,-93.63046679126812,138.27349121466767,129.15613073134796,133.276740237691
204,527377110,42.04907590142522,-93.63267379956629,95.31166755460842,123.86850931837003,133.276740237691
205,527378010,42.04959968595626,-93.63141419607622,140.52583862194015,112.44340477112742,99.6613449443638
206,527378020,42.04960010499492,-93.63137615177709,133.276740237691,113.89322444797726,99.6613449443638
207,527380240,42.051158,-93.63039599999999,130.76923076923077,94.52694765914231,95.74468085106385
208,527402090,42.05539898989899,-93.6279165353535,125.33814247069431,123.5810567299992,111.55606407322657
209,527425060,42.056585,-93.6235075,112.26851851851852,134.23550068941742,133.10185185185185
210,527425090,42.05661342218788,-93.62231982989508,133.10185185185185,132.21003772645446,139.46759259259258
211,527425110,42.0566141520629,-93.62229844455709,150.46296296296296,128.73781550423226,133.10185185185185
212,527425140,42.05663491840557,-93.62176390413988,139.46759259259258,130.9368895783063,133.10185185185185
213,527427090,42.054720507230456,-93.62498424342682,173.40286831812256,133.6484307608941,133.8971106412967
214,527402130,42.05536916392078,-93.62661906122909,119.55128205128206,136.92202299804148,145.51422319474838
215,527402150,42.05526655102041,-93.62635424489795,146.02446483180432,132.1652603658616,136.1904761904762
216,527402200,42.05514960869565,-93.6261934347826,148.40637450199205,131.68887843182407,136.1904761904762
217,527402220,42.05470832653061,-93.62648085714287,148.20359281437123,138.71465225400135,139.05380333951763
218,527402240,42.05458686956521,-93.62644647826087,124.40838404327248,143.4736940082211,145.51422319474838
219,527402250,42.0545832173913,-93.62643386956522,139.05380333951763,140.54461014897205,145.51422319474838
220,527403020,42.05522035353536,-93.62917626262626,134.46969696969697,133.1147793774777,142.36111111111111
221,527403040,42.05522161616162,-93.62905934343435,152.046783625731,129.59936204627087,134.46969696969697
222,527403120,42.054559877503856,-93.62795353815586,102.56410256410255,130.77546301190938,128.2051282051282
223,527403310,42.053415644561206,-93.62931575139149,109.00140646976091,120.55152030095022,128.2051282051282
224,527403360,42.054441938775504,-93.63017461224491,142.36111111111111,127.24702673432216,132.9479768786127
225,527404020,42.055197743096855,-93.62675858329791,108.47457627118642,139.1373641540606,145.51422319474838
226,527404030,42.05518535362239,-93.62670522917671,136.1904761904762,133.59418417020265,145.51422319474838
227,527404050,42.0547111875,-93.62671179166666,145.51422319474838,131.26616653176478,136.1904761904762
228,527404100,42.05364195653941,-93.62715398916313,125.7894736842105,122.44300953474479,128.2051282051282
229,527404120,42.053514279505634,-93.62714799845187,142.85714285714286,124.61178140403153,128.2051282051282
230,527404140,42.05355654995221,-93.62802211922708,141.05504587155963,119.38989509727496,125.7894736842105
231,527404150,42.053588369933095,-93.62802456691792,128.2051282051282,121.95987863056125,125.7894736842105
232,527404180,42.054487106329006,-93.62775298723088,111.55606407322657,128.9770707100846,128.2051282051282
233,527405130,42.05328469387755,-93.62721524489795,88.54166666666669,135.47487664212676,139.46759259259258
234,527405160,42.05329801774885,-93.62584077426473,139.46759259259258,128.067861753952,139.05380333951763
235,527405180,42.053299204294746,-93.62570534982588,144.09722222222226,127.14193582802605,139.05380333951763
236,527425025,42.05655151182624,-93.62525282874702,140.04376367614879,102.36809147825824,95.65667011375388
237,527425035,42.056575537958985,-93.62422771374996,128.76157407407408,129.69480056269435,137.31060606060606
238,527427160,42.05488151341967,-93.62498566826036,115.93118922961857,145.14276657859492,137.621540762902
239,527427200,42.055480943953064,-93.62442998453207,132.38593866866117,137.92285660520278,133.8971106412967
240,527427210,42.0554806326207,-93.6244069848543,133.8971106412967,137.62062221067566,132.38593866866117
241,527450010,42.052547,-93.628226,96.61172161172159,95.501855688943,92.77504105090313
242,527450030,42.052547,-93.628226,103.93772893772892,94.03665422374152,92.77504105090313
243,527450080,42.052547,-93.628226,91.94139194139194,96.43592162300891,96.61172161172159
244,527450110,42.052547,-93.628226,104.76190476190477,93.87181905890635,92.77504105090313
245,527452060,42.050717,-93.627284,150.05219206680584,122.80944607701099,133.61169102296452
246,527452070,42.050471,-93.627279,136.85687558465855,128.93783695567652,133.61169102296452
247,527427230,42.05548000995599,-93.6243609854988,137.621540762902,136.8757361863546,132.38593866866117
248,527450150,42.052547,-93.628226,92.77504105090313,96.26919180110669,96.61172161172159
249,527450210,42.052547,-93.628226,84.09321175278622,98.00555766073008,96.61172161172159
250,527450220,42.052547,-93.628226,93.34975369458128,98.00555766073008,96.61172161172159
251,527450250,42.052547,-93.628226,101.31712259371834,98.00555766073008,96.61172161172159
252,527450280,42.052547,-93.628226,112.46200607902736,98.00555766073008,96.61172161172159
253,527450460,42.05204464434607,-93.62710159330382,112.62135922330096,91.03061282078156,90.67882472137792
254,527450520,42.05146405037852,-93.62707910309376,101.82370820668692,90.90006960513196,90.67882472137792
255,527451020,42.052547,-93.628226,81.41321044546851,98.00555766073008,96.61172161172159
256,527451060,42.052547,-93.628226,107.39614994934144,98.00555766073008,96.61172161172159
257,527451110,42.052547,-93.628226,91.57509157509158,98.00555766073008,96.61172161172159
258,527451170,42.051846617535574,-93.62739947523752,89.74358974358972,92.40423919440794,96.61172161172159
259,527451180,42.0518476645498,-93.62742486533254,97.2644376899696,90.90006960513196,90.67882472137792
260,527451290,42.051671928125494,-93.62770173042392,86.52482269503548,90.15565273168282,90.67882472137792
261,527451320,42.05167520656314,-93.62762874955109,86.02150537634407,90.2563161954211,90.67882472137792
262,527451330,42.051676299375686,-93.62760442259348,96.61172161172159,88.1382729483456,86.52482269503548
263,527451380,42.051680670625885,-93.62750711476306,96.88013136288998,88.08459099811192,86.52482269503548
264,527451400,42.05168285625098,-93.62745846084783,90.67882472137792,91.47277532540116,96.61172161172159
265,527451410,42.05168394906352,-93.62743413389023,80.58608058608058,93.49132415246063,96.61172161172159
266,527451450,42.05165707810252,-93.62964062259316,93.8818565400844,100.85189347371913,98.27760891590677
267,527451460,42.051658146114576,-93.62966763701587,98.9010989010989,99.84804500151624,95.74468085106385
268,527451520,42.05166455418696,-93.62982972355223,95.74468085106385,99.28885242104707,98.27760891590677
269,527451540,42.05166426242349,-93.6298837794378,98.27760891590677,98.78226680807849,95.74468085106385
270,527451550,42.051663796362995,-93.62991081094671,85.82949308755761,101.27188997374832,98.27760891590677
271,527451640,42.051823842270046,-93.62966322622282,119.55420466058763,95.71742384961848,95.74468085106385
272,527451650,42.05182270097846,-93.62963551819936,91.78187403993856,101.2718899737483,98.27760891590677
273,527452100,42.05025516004462,-93.62727738805113,133.61169102296452,123.11777166676885,119.27034611786716
274,527452190,42.04966160016732,-93.62727295519169,119.27034611786716,123.10140448213853,133.61169102296452
275,527452290,42.04895500520409,-93.62913307832436,104.54217736121124,126.47803425096772,136.66666666666666
276,527452310,42.04895463333342,-93.62924181330852,136.66666666666666,120.05313638987664,114.72448057813914
277,527453010,42.050701000000004,-93.62467,100.12919896640827,115.8495980293375,101.99175824175823
278,527453050,42.05071997973445,-93.62479788876188,94.31524547803619,117.01238872701192,101.99175824175823
279,527453060,42.05071838925048,-93.62481769751673,101.99175824175823,115.47708617426751,100.12919896640827
280,527453070,42.05071683049882,-93.62483750861745,130.33175355450234,109.8090871117187,100.12919896640827
281,527453130,42.05068821188921,-93.6260942530966,102.9532967032967,113.68777820943788,111.19515885022692
282,527453140,42.05068774720407,-93.62611562861272,116.58767772511848,110.9609020050735,102.9532967032967
283,527453150,42.050687282518936,-93.6261370041288,143.54066985645932,105.57030357880532,102.9532967032967
284,527453160,42.05068691960442,-93.62615838123915,98.21428571428572,114.63558040724006,111.19515885022692
285,527454050,42.05052122199741,-93.62608464092631,111.19515885022692,112.03940578005184,102.9532967032967
286,528110040,42.063049299999996,-93.6559183,187.72296238244513,184.4475674243328,169.4399350649351
287,528110070,42.062250545080964,-93.65827363707723,200.2027369488089,180.06012427517166,196.44935972060532
288,528110100,42.0622601748447,-93.65708355877527,143.77601210745362,190.52606041564485,200.2027369488089
289,528110110,42.062261083312976,-93.65697128723735,169.4399350649351,176.50229580150668,155.74783683559954
290,528112020,42.0621171356982,-93.65397431630078,179.5774647887324,166.533292372057,152.9987760097919
291,527454120,42.05015365745678,-93.625870402722,140.75829383886258,109.03088524573056,98.9010989010989
292,527454130,42.050112239638885,-93.62586720306223,94.71153846153848,117.45226460299111,103.0534351145038
293,527454200,42.049714503104646,-93.62595076436872,100.27472527472528,104.51550474274659,94.96124031007751
294,527455030,42.04984136325135,-93.62562727271299,135.07109004739337,97.55623178821297,94.96124031007751
295,527455050,42.049934959970216,-93.62563073925816,94.96124031007751,113.67491544850358,103.0534351145038
296,527455060,42.049981758329636,-93.62563247253073,103.0534351145038,112.05647648761833,94.96124031007751
297,527455080,42.05007518475336,-93.62563864355856,94.78021978021978,117.43852833925484,103.0534351145038
298,527455090,42.050261769307426,-93.62565524642143,153.70813397129186,106.44091721924471,98.9010989010989
299,527455100,42.05030841544594,-93.62565939713714,98.9010989010989,117.4023242332833,103.0534351145038
300,527455240,42.04886768508504,-93.62534887899916,112.10762331838563,113.95864799738413,123.31838565022423
301,527455250,42.048851159119046,-93.6253976305988,130.81983805668017,110.21620504972523,112.10762331838563
302,527455270,42.04854121553709,-93.62656829657291,123.31838565022423,122.38809786934453,118.36346336822074
303,527455280,42.04856553884272,-93.62659424143223,132.85714285714286,120.48034642796081,118.36346336822074
