,PID,Latitude,Longitude,SalePrice,nn5meansaleprice,nn5medsaleprice
43,527108030,42.06307910504616,-93.6365950606024,250000,278025.0,274725.0
44,527108040,42.063104345830546,-93.63661639084272,239900,280045.0,274725.0
45,527108060,42.063154,-93.63665999999999,309000,278625.0,251000.0
46,527108070,42.06323938268836,-93.63647038268834,377500,264925.0,251000.0
47,527108090,42.06318167099153,-93.63640760866966,274725,285480.0,251000.0
48,527110020,42.06067429287489,-93.63712424040321,168500,172700.0,170000.0
49,527110080,42.060798299999995,-93.6364315,177000,171700.0,169000.0
50,527110120,42.060798299999995,-93.6364315,169000,173300.0,175000.0
51,527110130,42.060798299999995,-93.6364315,161500,174800.0,175000.0
52,527126030,42.063184675,-93.634378025,251000,285445.0,278000.0
53,527127100,42.0630284,-93.63328,375000,253700.0,251000.0
54,527127140,42.0630284,-93.63328,286000,271500.0,251000.0
55,527127150,42.0630284,-93.63328,213500,286000.0,278000.0
56,527131030,42.06221430156738,-93.63419894544032,278000,279980.0,251000.0
57,527131110,42.061503539342155,-93.63353181710464,247900,222900.0,236500.0
58,527146010,42.06083153769405,-93.632335540537,239500,223680.0,236500.0
59,527146030,42.06085772255054,-93.63239595274159,236500,224280.0,239500.0
60,527165100,42.05742982813761,-93.63786425950322,163900,176880.0,180400.0
61,527165130,42.05784644125896,-93.63621469149052,173000,174200.0,174000.0
62,527165170,42.0574852,-93.63579987899072,168000,174700.0,173000.0
63,527190220,42.058192,-93.634333,275000,179100.0,180500.0
64,527146135,42.059257247229745,-93.63261716606743,270000,183300.0,188500.0
65,527158020,42.05919,-93.63555799999999,183500,167500.0,170000.0
66,527158090,42.059605095528326,-93.63626510175811,160000,177400.0,183500.0
67,527161010,42.058812475442636,-93.63925915859913,181000,188900.0,189000.0
68,527161040,42.05892273665267,-93.63926155124744,177500,190000.0,189000.0
69,527161090,42.0589771228269,-93.640518123423,180000,189280.0,185000.0
70,527162080,42.05895301716578,-93.63811869682137,178750,185063.2,188000.0
71,527162090,42.05898185723344,-93.63811860669615,176000,184813.2,185000.0
72,527162110,42.059025522354226,-93.63902417513886,185000,188900.0,189000.0
73,527162120,42.05899815550775,-93.63902511701885,191000,187700.0,185000.0
74,527162130,42.05897078866128,-93.63902605889885,189000,188100.0,185000.0
75,527162140,42.05892973839155,-93.63902747171885,204000,185100.0,185000.0
76,527162180,42.05879290415915,-93.6390321811188,183000,188500.0,189000.0
77,527163010,42.0585471102701,-93.63697835811372,175900,179420.0,178000.0
78,527163020,42.058495598890204,-93.63698156802168,165600,181480.0,178000.0
79,527163040,42.05836682044043,-93.63698959279155,178000,179000.0,175900.0
80,527163070,42.05813929966258,-93.63702991849178,185000,177600.0,175900.0
81,527163080,42.05956730391068,-93.6376374464527,160000,182313.2,181316.0
82,527163100,42.05946991173204,-93.63768833935806,188000,176713.2,178750.0
83,527163130,42.05927528026756,-93.63779041637262,181316,175730.0,176000.0
84,527164020,42.05826323456243,-93.6358579074075,166000,177500.0,174000.0
85,527164060,42.058054999999996,-93.635861,178000,173200.0,173000.0
86,527164090,42.05821273108703,-93.63676940744348,174000,179800.0,178000.0
87,527164120,42.05843904438765,-93.63675673845938,194500,175700.0,175900.0
88,527165010,42.05693255102041,-93.63776287755104,185000,174860.0,180400.0
89,527165020,42.05693236734695,-93.63777291836736,160000,179860.0,185000.0
90,527165230,42.05734085560564,-93.63592516415078,185000,171800.0,173000.0
91,527166010,42.05819059134361,-93.63936394715857,225000,179680.0,180400.0
92,527166030,42.05819219711453,-93.63933664905286,176500,189380.0,181000.0
93,527166040,42.05813150570817,-93.63835771923057,180400,185430.0,178750.0
94,527175130,42.05659525375694,-93.63278756748915,154204,178700.0,169000.0
95,527180040,42.057984999999995,-93.63474699999999,171500,193500.0,178000.0
96,527180100,42.058339921875,-93.6343910625,180500,198800.0,188500.0
97,527182020,42.059483311773896,-93.63446487156813,130000,184500.0,188500.0
98,527182040,42.05934865504754,-93.63447392213163,170000,174300.0,183500.0
99,527182170,,,207500,,
100,527182190,,,212000,,
101,527183030,42.0590794,-93.6345917,189000,170500.0,180500.0
102,527183060,42.0590794,-93.6345917,188500,170600.0,180500.0
103,527184020,42.06044422551375,-93.63105232805306,182000,249380.0,239000.0
104,527184110,42.060644034256335,-93.631279076609,212000,250676.6,239000.0
105,527190050,42.059395057966334,-93.63133082247809,239000,244680.0,239500.0
106,527208010,42.0615751,-93.6291384384083,355000,353998.6,356383.0
107,527210050,42.06052267346938,-93.62919155102041,356383,346702.0,349265.0
108,527210060,42.060522,-93.629176,377426,342493.4,349265.0
109,527212040,42.06057809473684,-93.62884491578949,361919,359014.8,356383.0
110,527212050,42.06055254736841,-93.62885495789476,325000,366398.6,361919.0
111,527212060,42.060527,-93.628865,349265,361545.6,361919.0
112,527214030,42.06011057142858,-93.627926,387000,423353.0,372500.0
113,527214060,42.06007471428571,-93.62771,535000,393753.0,372500.0
114,527214060,42.06007471428571,-93.62771,535000,393753.0,372500.0
115,527216070,42.060878739096815,-93.62613914098549,538000,442517.4,535000.0
116,527216080,42.06084660866363,-93.62614208665285,591587,473500.0,535000.0
117,527225035,42.06152942050269,-93.62385858501341,164000,313717.4,169000.0
118,527226010,42.05926630702864,-93.62217083904108,169000,141600.0,141000.0
119,527226020,42.059365782046015,-93.62225303744788,115000,152400.0,155000.0
120,527226040,42.06149796826403,-93.62363120795608,155000,315517.4,169000.0
121,527301170,42.05484837117483,-93.63941468121469,215000,192680.0,182900.0
122,527301245,42.05430551029377,-93.63888925844304,226500,196960.0,182900.0
123,527250040,42.05670899093472,-93.62562088563766,145000,138650.0,133000.0
124,527252050,42.0596998073891,-93.62960627193152,319900,375614.8,356383.0
125,527252070,42.05755020324208,-93.63000213859564,392000,306700.0,318000.0
126,527252080,42.05760246670809,-93.62995821072128,334000,318300.0,318000.0
127,527252090,42.0576387725844,-93.62993068852472,318000,370086.4,392000.0
128,527254020,42.05985571428571,-93.62815914285713,372500,426253.0,387000.0
129,527256030,42.05896976510067,-93.62837961073826,441929,402366.4,394432.0
130,527256040,42.05897141610738,-93.62841371812081,455000,399752.2,394432.0
131,527256120,42.058832731543625,-93.62895169798658,470000,396752.2,394432.0
132,527258010,42.058803563758396,-93.62834913422822,394432,411865.8,441929.0
133,527258020,42.057371280482776,-93.62989209803447,260000,333100.0,334000.0
134,527276040,42.05844882894972,-93.62175577659416,133000,129900.0,120500.0
135,527276150,42.05675269387755,-93.62326030612243,141000,127650.0,115000.0
136,527276160,42.05691061974768,-93.62394609055036,185000,118450.0,115000.0
137,527301010,42.05551467165237,-93.638062,202500,188080.0,178000.0
138,527301080,42.054417,-93.638063,182900,195080.0,181900.0
139,527301320,42.05361420021923,-93.63735972351776,260000,198160.0,184000.0
140,527302020,42.055470190860426,-93.63783989426828,178000,192980.0,181900.0
141,527302050,42.054653287473116,-93.63780634837751,175500,196560.0,182900.0
142,527302060,42.05460248137384,-93.63780058898165,176000,196460.0,182900.0
143,527302070,42.05455169737027,-93.63779464883542,181900,195280.0,182900.0
144,527302080,42.054501,-93.637788,229000,185860.0,181900.0
145,527302090,42.054475,-93.637326,213000,194480.0,181900.0
146,527354040,42.05326280100717,-93.63574211446308,241500,205770.0,192350.0
147,527354050,42.0532638621418,-93.6356519938145,192350,202080.0,188900.0
148,527354100,42.05291637350058,-93.6339819544364,187500,211450.0,192350.0
149,527359160,42.05066626725399,-93.63371570481354,174000,177900.0,175000.0
150,527302110,42.05456341144617,-93.63669020571436,210000,215600.0,220000.0
151,527302175,42.05534491781397,-93.63647630515446,181000,185100.0,210000.0
152,527302185,42.05530381659817,-93.63647518566609,235000,200400.0,210000.0
153,527302210,42.054604937723646,-93.63646963865264,220000,222200.0,213000.0
154,527325070,42.0545474,-93.63530666666668,272000,175900.0,192000.0
155,527325090,42.05497791050765,-93.63460714015186,192000,186900.0,190000.0
156,527325110,42.055141,-93.633802,190000,179900.0,192000.0
157,527325160,42.055075099999996,-93.6329489,235000,193000.0,190000.0
158,527325240,42.05420181752388,-93.6304637001837,161000,161000.0,155000.0
159,527326040,42.05512945519149,-93.63508069267212,82500,208800.0,192000.0
160,527326130,42.05527671524565,-93.63428082858951,175000,182900.0,192000.0
161,527326150,42.05528206355001,-93.63425011897093,215000,174900.0,190000.0
162,527327050,42.05450581967213,-93.63156011475408,195000,179800.0,190000.0
163,527327080,42.05485709836066,-93.63154857377049,190000,173100.0,161000.0
164,527328010,42.05643197161086,-93.63254618038141,169000,175740.8,154204.0
165,527328020,42.05644742811757,-93.63174796221436,148000,179940.8,169000.0
166,527328050,42.05645099500372,-93.63156375802194,151500,184240.8,169000.0
167,527352150,42.05183843368243,-93.63797854074751,154000,224500.0,200000.0
168,527353020,42.052397,-93.63758399999999,200000,215300.0,197000.0
169,527353060,42.052102958122724,-93.63832453179472,249000,205500.0,197000.0
170,527353080,42.0523089122682,-93.6384883030068,197000,215900.0,200000.0
171,527354160,42.052555402846295,-93.63559618107858,185000,203550.0,192350.0
172,527354200,42.052691714285714,-93.63730291836735,184000,212000.0,200000.0
173,527355060,42.05238119425546,-93.63443437035063,188900,211170.0,192350.0
174,527355150,42.05291513617854,-93.63375536933796,278000,187360.0,187500.0
175,527355280,42.05342436288952,-93.6360176415407,207500,212570.0,192350.0
176,527356020,42.050501766330434,-93.63749315294264,250000,185060.0,154000.0
177,527356050,42.050280268960826,-93.63731636146414,152000,211860.0,190000.0
178,527356060,42.05020643650429,-93.63725743097132,179900,206280.0,190000.0
179,527357020,42.0507044,-93.6352344,170000,175880.0,175000.0
180,527357110,42.0503732578785,-93.63712515829857,146900,212880.0,190000.0
181,527357180,42.051449727272725,-93.63746754545454,292500,199980.0,200000.0
182,527358060,42.0507044,-93.6352344,175000,174880.0,172000.0
183,527358090,42.0507044,-93.6352344,172000,175480.0,175000.0
184,527358140,42.049460411604926,-93.63618913624374,190000,179760.0,179900.0
185,527359010,42.04995467561115,-93.63448256911846,175000,166180.0,170000.0
186,527359030,42.049770556889015,-93.63494181381681,159900,175980.0,175000.0
187,527359050,42.049587558659226,-93.63540150292951,152000,185560.0,190000.0
188,527359070,42.049406846432746,-93.63586209872628,205000,176760.0,179900.0
189,527359080,42.049343883629625,-93.63601453020759,197900,178180.0,179900.0
190,527359180,42.0507044,-93.6352344,197500,170380.0,172000.0
191,527401130,42.05653622292416,-93.6262780908437,133000,132830.0,136000.0
192,527401160,42.056537433917505,-93.62615978205886,136000,132230.0,133000.0
193,527402060,42.05539722222222,-93.62808022222221,151000,124500.0,139000.0
194,527364030,42.049018222222216,-93.639552,240900,222400.0,226000.0
195,527366030,42.05005399823367,-93.63933355890705,220000,241500.0,216000.0
196,527368010,42.04927244444444,-93.639331,235000,222380.0,220000.0
197,527368020,42.049145333333335,-93.639331,216000,227380.0,230000.0
198,527375100,42.05262561046639,-93.63272112714209,213000,191660.0,167900.0
199,527375160,42.052354390291775,-93.63222042442554,184500,172460.0,165000.0
200,527375180,42.05234010168374,-93.63208759425396,167900,175780.0,165000.0
201,527375210,42.052365,-93.63041700000001,158000,124150.0,118000.0
202,527376090,42.052528705962565,-93.6305491449368,153500,125050.0,118000.0
203,527376100,42.05251390637993,-93.6320665228675,165000,176360.0,167900.0
204,527376110,42.052517443175454,-93.63213097491119,162900,176780.0,167900.0
205,527377030,42.0497753800013,-93.63046679126812,181000,177200.0,155000.0
206,527377110,42.04907590142522,-93.63267379956629,178900,176100.0,162500.0
207,527378010,42.04959968595626,-93.63141419607622,155000,184580.0,181000.0
208,527378020,42.04960010499492,-93.63137615177709,157000,184180.0,181000.0
209,527380240,42.051158,-93.63039599999999,306000,100050.0,97000.0
210,527402090,42.05539898989899,-93.6279165353535,139000,124100.0,128000.0
211,527425060,42.056585,-93.6235075,97000,136450.0,130000.0
212,527425090,42.05661342218788,-93.62231982989508,115000,134700.0,130000.0
213,527425110,42.0566141520629,-93.62229844455709,130000,131700.0,120500.0
214,527425140,42.05663491840557,-93.62176390413988,120500,133600.0,130000.0
215,527427090,42.054720507230456,-93.62498424342682,133000,171000.0,177000.0
216,527402130,42.05536916392078,-93.62661906122909,111900,139250.0,143000.0
217,527402150,42.05526655102041,-93.62635424489795,143250,136080.0,143000.0
218,527402200,42.05514960869565,-93.6261934347826,149000,134930.0,143000.0
219,527402220,42.05470832653061,-93.62648085714287,148500,151780.0,149000.0
220,527402240,42.05458686956521,-93.62644647826087,184000,144680.0,148500.0
221,527402250,42.0545832173913,-93.62643386956522,149900,151500.0,148500.0
222,527403020,42.05522035353536,-93.62917626262626,142000,131400.0,139000.0
223,527403040,42.05522161616162,-93.62905934343435,156000,128600.0,139000.0
224,527403120,42.054559877503856,-93.62795353815586,88000,126100.0,133000.0
225,527403310,42.053415644561206,-93.62931575139149,155000,122600.0,113500.0
226,527403360,42.054441938775504,-93.63017461224491,123000,168800.0,161000.0
227,527404020,42.055197743096855,-93.62675858329791,128000,136030.0,143000.0
228,527404030,42.05518535362239,-93.62670522917671,143000,133030.0,133000.0
229,527404050,42.0547111875,-93.62671179166666,133000,150680.0,148500.0
230,527404100,42.05364195653941,-93.62715398916313,119500,106600.0,110000.0
231,527404120,42.053514279505634,-93.62714799845187,126000,109900.0,119500.0
232,527404140,42.05355654995221,-93.62802211922708,123000,105900.0,110000.0
233,527404150,42.053588369933095,-93.62802456691792,110000,108500.0,119500.0
234,527404180,42.054487106329006,-93.62775298723088,97500,124200.0,133000.0
235,527405130,42.05328469387755,-93.62721524489795,76500,119800.0,120500.0
236,527405160,42.05329801774885,-93.62584077426473,120500,119280.0,124500.0
237,527405180,42.053299204294746,-93.62570534982588,124500,118480.0,120500.0
238,527425025,42.05655151182624,-93.62525282874702,128000,142050.0,136000.0
239,527425035,42.056575537958985,-93.62422771374996,111250,139200.0,141000.0
240,527427160,42.05488151341967,-93.62498566826036,155000,166600.0,177000.0
241,527427200,42.055480943953064,-93.62442998453207,177000,154650.0,155000.0
242,527427210,42.0554806326207,-93.6244069848543,190000,152050.0,155000.0
243,527450010,42.052547,-93.628226,105500,107680.0,113000.0
244,527450030,42.052547,-93.628226,113500,106080.0,105500.0
245,527450080,42.052547,-93.628226,125500,103680.0,105500.0
246,527450110,42.052547,-93.628226,103400,108100.0,113000.0
247,527452060,42.050717,-93.627284,143750,127560.0,128000.0
248,527452070,42.050471,-93.627279,146300,132450.0,128000.0
249,527427230,42.05548000995599,-93.6243609854988,184000,153250.0,155000.0
250,527450150,42.052547,-93.628226,113000,106180.0,105500.0
251,527450210,42.052547,-93.628226,83000,112180.0,113000.0
252,527450220,42.052547,-93.628226,113700,112180.0,113000.0
253,527450250,42.052547,-93.628226,100000,112180.0,113000.0
254,527450280,42.052547,-93.628226,111000,112180.0,113000.0
255,527450460,42.05204464434607,-93.62710159330382,116000,102800.0,96000.0
256,527450520,42.05146405037852,-93.62707910309376,100500,104700.0,105500.0
257,527451020,42.052547,-93.628226,106000,112180.0,113000.0
258,527451060,42.052547,-93.628226,106000,112180.0,113000.0
259,527451110,42.052547,-93.628226,125000,112180.0,113000.0
260,527451170,42.051846617535574,-93.62739947523752,122500,99400.0,96000.0
261,527451180,42.0518476645498,-93.62742486533254,96000,104700.0,105500.0
262,527451290,42.051671928125494,-93.62770173042392,85400,102600.0,105500.0
263,527451320,42.05167520656314,-93.62762874955109,112000,97280.0,89500.0
264,527451330,42.051676299375686,-93.62760442259348,105500,98580.0,89500.0
265,527451380,42.051680670625885,-93.62750711476306,118000,96080.0,89500.0
266,527451400,42.05168285625098,-93.62745846084783,89500,103900.0,105500.0
267,527451410,42.05168394906352,-93.62743413389023,88000,104200.0,105500.0
268,527451450,42.05165707810252,-93.62964062259316,89000,111600.0,118000.0
269,527451460,42.051658146114576,-93.62966763701587,108000,103300.0,97000.0
270,527451520,42.05166455418696,-93.62982972355223,94500,104750.0,108000.0
271,527451540,42.05166426242349,-93.6298837794378,97000,104250.0,108000.0
272,527451550,42.051663796362995,-93.62991081094671,111750,101300.0,97000.0
273,527451640,42.051823842270046,-93.62966322622282,118000,105800.0,108000.0
274,527451640,42.051823842270046,-93.62966322622282,118000,105800.0,108000.0
275,527451650,42.05182270097846,-93.62963551819936,119500,105500.0,108000.0
276,527452100,42.05025516004462,-93.62727738805113,128000,141510.0,143750.0
277,527452190,42.04966160016732,-93.62727295519169,127500,142010.0,146000.0
278,527452290,42.04895500520409,-93.62913307832436,145000,145230.0,130000.0
279,527452310,42.04895463333342,-93.62924181330852,123000,149630.0,145000.0
280,527453010,42.050701000000004,-93.62467,155000,140900.0,144000.0
281,527453050,42.05071997973445,-93.62479788876188,146000,142700.0,144000.0
282,527453060,42.05071838925048,-93.62481769751673,148500,142200.0,144000.0
283,527453070,42.05071683049882,-93.62483750861745,137500,144400.0,146000.0
284,527453130,42.05068821188921,-93.6260942530966,149900,135400.0,143000.0
285,527453140,42.05068774720407,-93.62611562861272,123000,140780.0,144000.0
286,527453150,42.050687282518936,-93.6261370041288,120000,141380.0,144000.0
287,527453160,42.05068691960442,-93.62615838123915,143000,136780.0,144000.0
288,527454050,42.05052122199741,-93.62608464092631,147000,135980.0,143000.0
289,528110040,42.063049299999996,-93.6559183,479069,463522.4,451950.0
290,528110070,42.062250545080964,-93.65827363707723,395000,350423.4,337500.0
291,528110100,42.0622601748447,-93.65708355877527,380000,485028.6,555000.0
292,528110110,42.062261083312976,-93.65697128723735,417500,477528.6,555000.0
293,528112020,42.0621171356982,-93.65397431630078,306000,333218.6,360000.0
294,527454120,42.05015365745678,-93.625870402722,148500,139380.0,138000.0
295,527454130,42.050112239638885,-93.62586720306223,137900,142100.0,147000.0
296,527454200,42.049714503104646,-93.62595076436872,146000,144380.0,146000.0
297,527454200,42.049714503104646,-93.62595076436872,146000,144380.0,146000.0
298,527455030,42.04984136325135,-93.62562727271299,142500,145100.0,146000.0
299,527455050,42.049934959970216,-93.62563073925816,147000,143080.0,142500.0
300,527455060,42.049981758329636,-93.62563247253073,148500,142780.0,142500.0
301,527455080,42.05007518475336,-93.62563864355856,138000,142080.0,147000.0
302,527455090,42.050261769307426,-93.62565524642143,128500,143380.0,144000.0
303,527455100,42.05030841544594,-93.62565939713714,144000,140280.0,138000.0
304,527455240,42.04886768508504,-93.62534887899916,100000,138620.0,142600.0
305,527455250,42.048851159119046,-93.6253976305988,129250,126130.0,129250.0
306,527455250,42.048851159119046,-93.6253976305988,129250,126130.0,129250.0
307,527455270,42.04854121553709,-93.62656829657291,110000,134940.0,129250.0
308,527455280,42.04856553884272,-93.62659424143223,148800,127180.0,129250.0
309,528102010,42.061763918367355,-93.65861987755102,315000,364823.4,372000.0
310,528102030,42.061811591836744,-93.65861938775512,394617,348900.0,337500.0
311,528102040,42.062352916575044,-93.65862700132564,337500,361923.4,380000.0
312,528102140,42.063049299999996,-93.6559183,462000,466936.2,451950.0
313,528104010,42.06314938723892,-93.65417937402002,345474,329478.6,335000.0
314,528106010,42.062095984193746,-93.65685834406672,342643,492500.0,555000.0
315,528106020,42.0620953790911,-93.65694808078995,555000,450028.6,417500.0
316,528106020,42.0620953790911,-93.65694808078995,555000,450028.6,417500.0
317,528106020,42.0620953790911,-93.65694808078995,555000,450028.6,417500.0
318,528106070,42.061292785815,-93.65824811604399,325000,363523.4,372000.0
319,528106110,42.061351221333474,-93.6568043437672,450000,389528.6,383000.0
320,528106120,42.06136236990053,-93.65673405932274,252000,429128.6,415000.0
321,528108010,42.06298473735977,-93.65423516290106,256300,347313.4,345474.0
322,528108020,42.06298560675671,-93.65415517838329,253293,347914.8,345474.0
323,528108040,42.062987,-93.65399520765304,398800,318813.4,335000.0
324,528108070,42.06298145483986,-93.65305565872593,335000,311973.4,306000.0
325,528108120,42.062271,-93.65528589647256,376162,431403.8,451950.0
326,528108130,42.06227191337263,-93.65420802438787,404000,314878.6,306000.0
327,528110010,42.063049299999996,-93.6559183,451950,468946.2,462000.0
328,528110020,42.063049299999996,-93.6559183,610000,437336.2,451950.0
329,528112040,42.062104691787646,-93.65418127954494,360000,334232.4,335000.0
330,528112150,42.061496987402116,-93.65342943223372,250000,303100.0,306000.0
331,528114010,42.061187762936285,-93.65674167393465,415000,396528.6,383000.0
332,528114040,42.06115061731414,-93.65702695245851,383000,407013.4,418000.0
333,528114050,42.06112707267228,-93.6581291392952,440000,326800.0,325000.0
334,528116010,42.0607792297516,-93.65860293118871,296000,357660.0,326000.0
335,528116030,42.060437,-93.658514,326000,338460.0,325300.0
336,528118010,42.060428734693865,-93.65768375510204,325300,415413.4,418000.0
337,528118020,42.06042832653061,-93.6576212244898,309000,418673.4,418000.0
338,528118030,42.06042781632653,-93.6575430612245,390000,402473.4,418000.0
339,528118040,42.06042751020408,-93.65749616326531,418000,396873.4,390000.0
340,528118050,42.060427204081634,-93.65744926530613,500067,380460.0,390000.0
341,528118090,42.06026381632653,-93.6575450612245,460000,388473.4,390000.0
342,528120010,42.060677470545,-93.65539242272705,260116,362890.8,300000.0
343,528120020,42.061251447420176,-93.6544098393102,255500,321180.0,317000.0
344,528120030,42.06125391005535,-93.65429293465564,335000,279480.0,274900.0
345,528120110,42.06074638936844,-93.65268457973669,275500,304580.0,280000.0
346,528120120,42.060731867838726,-93.65279349120956,275000,304680.0,280000.0
347,528120130,42.06061594203664,-93.65391326190445,379000,298380.0,300000.0
348,528120150,42.06060493735942,-93.65410519145624,317000,310780.0,300000.0
349,528120160,42.06060201105709,-93.654187545965,274900,319200.0,317000.0
350,528120170,42.06059908475474,-93.65426990047376,300000,314180.0,317000.0
351,528138010,42.061621608167975,-93.65221644725183,324000,277880.0,275000.0
352,528138020,42.061195,-93.652376,259000,290880.0,275500.0
353,528138060,42.059846894154944,-93.65233799717821,214000,295880.0,284000.0
354,528142020,42.06043498193772,-93.65414661216343,250000,324180.0,317000.0
355,528176070,42.057019,-93.655017,320000,352350.0,286500.0
356,528178010,42.05804937799808,-93.65495209183136,382500,362250.0,370000.0
357,528178070,42.05718584898524,-93.65531279784706,421250,354800.0,320000.0
358,528142040,42.060443175893475,-93.65395984521221,350000,304180.0,300000.0
359,528142070,42.06056202980451,-93.65273732220116,329900,260700.0,275000.0
360,528142090,42.05986543585511,-93.65256833567587,280000,282680.0,284000.0
361,528142110,42.06169960343114,-93.6434533908503,360000,233838.6,245700.0
362,528142130,42.0596633,-93.6530882,284000,281880.0,280000.0
363,528142140,42.0596633,-93.6530882,316000,275480.0,280000.0
364,528142150,42.0596633,-93.6530882,269500,284780.0,284000.0
365,528150040,42.061127929262376,-93.65822507738622,372000,340400.0,325000.0
366,528150070,42.060462,-93.655516,611657,291482.6,274900.0
367,528150080,42.059817034000886,-93.6551864675853,372397,371354.6,290000.0
368,528150090,42.059581153883144,-93.65806634674809,378000,364510.0,342000.0
369,528150110,42.059570077182045,-93.65788842723663,342000,371710.0,378000.0
370,528150120,42.05952818243162,-93.65655409946741,354000,390150.0,386250.0
371,528164040,42.058476859767694,-93.65716540760376,374000,423550.0,386250.0
372,528164060,42.058475047048844,-93.65680995634683,615000,398100.0,374000.0
373,528166060,42.059405931447635,-93.6579040863775,386250,371860.0,354000.0
374,528166090,42.058839,-93.655045,445000,348000.0,370000.0
375,528166120,42.058667,-93.656246,412500,412600.0,370000.0
376,528166150,42.05864089074064,-93.65675772325476,350000,428350.0,386250.0
377,528168030,42.058919241850255,-93.6547666651152,290000,370979.4,372397.0
378,528168040,42.05808342384449,-93.65472971810732,285000,381750.0,382500.0
379,528170040,42.058523290232436,-93.65218318239245,437154,289880.0,284000.0
380,528170070,42.0584829369804,-93.65149763205173,284000,282430.8,279000.0
381,528172020,42.06166716421552,-93.64353825363978,275000,270459.6,255900.0
382,528172050,42.061612922474545,-93.6436766764342,245700,276319.6,258000.0
383,528172060,42.061600583761866,-93.64370732420437,255900,274279.6,258000.0
384,528172070,42.06158261400239,-93.64375344465151,232698,243940.2,255900.0
385,528172080,42.05865435025579,-93.65130933642588,284000,222100.0,209500.0
386,528172150,42.05868780124197,-93.65214170611941,279000,321510.8,284000.0
387,528174010,42.05939978704711,-93.64880520825798,194700,204000.0,204000.0
388,528174020,42.059407739968954,-93.64878267875844,204000,202140.0,200000.0
389,528174030,42.059425591975156,-93.64873834300677,200000,202940.0,204000.0
390,528174040,42.05943451797826,-93.64871617513091,207000,201540.0,200000.0
391,528174050,42.05945236998447,-93.64867183937922,213000,194670.0,196000.0
392,528174060,42.059461295987575,-93.64864967150338,196000,198070.0,200000.0
393,528174070,42.05947914799379,-93.64860533575171,184500,200370.0,200000.0
394,528174080,42.059488073996896,-93.64858316787584,185850,200100.0,200000.0
395,528175050,42.05833567725911,-93.65015768491901,212500,207433.0,205000.0
396,528175060,42.05833707427346,-93.6501726529299,230000,203933.0,205000.0
